max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,max_bytes_for_level_multiplier,block_size,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,target_file_size_multiplier,target_file_size_base,ops_per_sec,micros_per_op
2,3,611237160,3,2,15,73705,7,14,14,6,44792133,135,7311.0
2,3,336910630,4,4,4,130061,9,14,29,2,106187596,135,7311.0
6,5,213650528,3,4,12,89051,5,13,16,3,62942118,135,7311.0
3,8,1064022590,7,4,10,104477,10,4,29,1,45082970,135,7311.0
8,4,919307197,3,1,16,55223,11,22,29,5,99690757,135,7311.0
7,4,851013572,7,2,6,47586,11,26,17,1,44986177,135,7311.0
7,3,90524448,7,5,2,99375,3,21,23,2,80699523,135,7311.0
1,5,355778906,4,1,7,96591,12,22,3,3,71411637,135,7311.0
6,3,79059278,7,5,16,4717,15,26,28,6,81024079,135,7311.0
1,4,21547796,6,5,12,88812,11,13,22,3,93095191,135,7311.0
8,3,593010869,4,2,8,6561,3,28,7,2,116800612,135,7311.0
2,8,75252608,5,3,15,122948,16,30,8,2,121813385,135,7311.0
1,6,501781273,7,2,3,56434,6,17,5,2,107418406,135,7311.0
2,1,542138055,8,1,8,63285,6,32,5,3,104524685,135,7311.0
5,3,126781650,7,3,11,30131,11,20,25,6,116693451,135,7311.0
1,6,565572381,3,4,15,93256,11,32,2,1,84314468,135,7311.0
8,4,465129175,7,1,9,68377,5,22,25,8,45601001,135,7311.0
2,2,582096814,5,3,9,67034,3,13,28,2,121336734,135,7311.0
6,7,236617264,5,5,13,34916,4,17,20,4,79369493,135,7311.0
3,2,851362636,5,4,6,44815,8,13,8,1,83189040,135,7311.0
7,3,71837652,5,2,11,121114,4,28,13,5,89327767,135,7311.0
2,5,459582889,4,3,14,127063,3,4,11,7,97079472,135,7311.0
8,7,736605538,3,5,8,127324,3,18,27,3,77788307,135,7311.0
5,5,449217153,7,2,12,66947,9,14,14,4,62548361,135,7311.0
3,7,258520663,2,1,14,121786,14,26,14,8,36730427,135,7311.0
5,7,899065540,5,4,2,52023,2,10,4,4,79655547,135,7311.0
1,6,164904750,7,1,7,121407,2,12,6,6,74027758,135,7311.0
4,4,365160726,2,2,8,45707,3,10,23,1,78068545,135,7311.0
4,3,943541107,2,2,15,74733,14,4,6,5,41785472,135,7311.0
4,6,935109835,5,5,8,88559,3,9,29,3,120709647,135,7311.0
3,4,951888910,8,3,6,112627,16,29,31,5,106273748,135,7311.0
6,7,1067263052,8,4,16,25307,2,23,12,3,93864562,135,7311.0
7,5,840699463,4,5,12,41653,15,4,7,3,34069356,135,7311.0
7,6,639448036,6,5,14,59223,9,6,23,1,93067090,135,7311.0
1,4,816273341,4,2,14,5482,14,29,23,8,73758913,135,7311.0
8,5,47793550,8,4,12,110449,3,5,8,2,106264380,135,7311.0
3,8,835188617,4,4,3,130005,4,11,29,2,110540243,135,7311.0
5,5,718950845,4,1,4,102736,2,19,30,4,130756076,135,7311.0
3,4,399890186,8,5,13,27351,14,2,3,7,127593007,135,7311.0
5,2,323475607,7,5,2,120927,2,6,20,3,102350750,135,7311.0
7,6,518351002,8,3,9,7952,8,14,14,1,73296946,135,7311.0
4,7,20424669,4,2,11,128125,5,29,18,8,128801849,135,7311.0
6,6,418060854,3,3,11,40828,9,24,6,3,112176309,135,7311.0
1,6,706077078,3,5,14,89093,5,27,6,2,60146739,135,7311.0
8,7,127281346,5,3,5,123198,16,10,4,6,119430768,135,7311.0
5,8,992607265,7,3,4,10691,6,26,15,2,81894640,135,7311.0
4,4,178402380,3,5,15,115418,7,3,17,5,105062830,135,7311.0
4,8,1053995942,3,4,6,35868,2,11,9,3,115376727,135,7311.0
2,4,156850680,5,4,13,125274,3,10,15,5,116912125,135,7311.0
5,8,461240358,7,5,11,84093,8,12,4,1,93367938,135,7311.0
2,4,689221168,8,2,7,39299,4,14,8,1,74463559,135,7311.0
6,8,619631494,6,4,4,35799,6,25,22,7,99508947,135,7311.0
5,7,853133237,8,4,16,12620,9,13,20,2,43315522,135,7311.0
3,7,112500646,5,4,11,13342,6,12,9,2,34061703,135,7311.0
7,8,933170600,2,5,12,48603,2,26,30,8,92245780,135,7311.0
5,6,318318893,8,2,5,46034,2,5,3,1,34771633,135,7311.0
4,6,710465059,3,4,2,103453,10,16,3,5,120606208,135,7311.0
5,2,913308957,3,1,15,113005,13,15,30,8,37930980,135,7311.0
7,4,758237849,5,5,14,52482,6,10,31,6,133938524,135,7311.0
5,6,857609843,2,3,5,7501,15,3,28,3,41280030,135,7311.0
6,5,159305853,3,1,13,59013,5,26,27,7,59149880,135,7311.0
8,6,907851865,8,3,3,11731,14,31,21,7,73230271,135,7311.0
1,4,290831124,8,3,16,12940,6,18,8,8,101669250,135,7311.0
5,6,693682356,8,1,3,13023,13,28,13,6,116609558,135,7311.0
1,4,598544672,2,1,2,11311,11,17,14,7,47704574,135,7311.0
3,5,58529439,7,1,12,120635,9,2,24,3,86400920,135,7311.0
4,7,668314296,7,3,13,91297,3,18,28,1,100922718,135,7311.0
6,7,364750078,7,5,9,97465,11,11,19,3,84080609,135,7311.0
8,2,622511409,2,5,9,73481,11,32,13,7,57812026,135,7311.0
2,5,389075833,5,5,4,36395,8,12,12,3,66542052,135,7311.0
8,4,521079744,2,4,12,46518,4,19,17,5,97981494,135,7311.0
6,5,740889653,7,1,16,20044,3,29,2,8,115600308,135,7311.0
4,4,308354581,4,2,12,21121,7,8,14,8,81517675,135,7311.0
2,5,556719650,7,3,2,22416,9,6,30,8,81301613,135,7311.0
8,2,583149389,2,3,14,67004,11,22,32,6,111619019,135,7311.0
1,5,1027995233,8,3,14,111724,7,19,20,5,33649457,135,7311.0
2,5,498475427,4,3,4,75262,15,18,4,6,49870098,135,7311.0
2,5,324682622,4,5,16,115769,14,21,10,8,96893303,135,7311.0
7,1,681242683,3,1,6,33523,3,11,9,8,72478270,135,7311.0
5,4,68148681,4,5,5,84319,16,30,24,2,114559466,135,7311.0
1,5,573881364,4,4,3,22656,7,22,9,2,78673391,135,7311.0
8,6,425882577,6,4,13,107752,5,16,27,4,107129419,135,7311.0
1,3,546623522,2,1,14,106627,8,18,18,8,102449560,135,7311.0
1,5,210306627,8,3,3,129863,8,30,19,7,99362981,135,7311.0
3,5,696423352,7,5,16,40810,8,16,22,2,117398352,135,7311.0
2,1,578111928,7,3,7,25912,14,19,12,4,110953793,135,7311.0
6,6,884032089,8,4,5,54294,9,31,22,6,133262189,135,7311.0
5,7,823352782,4,1,7,39412,8,27,15,8,101767555,135,7311.0
4,8,475397485,3,3,9,73313,15,27,7,6,117498639,135,7311.0
5,2,925152720,6,1,7,72456,11,26,11,7,86349438,135,7311.0
2,5,130257389,8,3,6,38082,11,15,32,1,35192710,135,7311.0
1,7,435020591,7,5,16,81773,2,8,19,1,87953888,135,7311.0
2,7,403501876,7,5,15,83076,8,28,15,6,114347249,135,7311.0
6,6,10491113,8,3,11,86302,3,19,2,5,99354533,135,7311.0
1,2,560224442,3,1,13,51789,8,18,10,1,62751339,135,7311.0
2,6,881217238,7,3,10,96984,5,29,26,2,128205464,135,7311.0
8,8,545369116,3,5,14,87354,13,8,29,6,114863183,135,7311.0
7,3,293220905,2,2,16,93050,6,4,2,6,84144393,135,7311.0
2,5,180511847,7,2,9,114757,9,10,17,3,119369206,135,7311.0
5,5,428439394,6,2,8,34925,3,5,19,8,109435946,135,7311.0
1,3,713943337,8,4,16,83438,3,32,8,4,68516559,135,7311.0
4,6,739199812,6,4,10,103653,14,19,26,6,72494668,135,7311.0
2,7,780850831,8,3,4,107252,10,27,30,1,118520228,135,7311.0
2,6,602911124,6,4,13,101124,14,26,8,5,116470219,135,7311.0
2,8,912316217,7,4,14,36098,6,21,19,6,44642268,135,7311.0
4,8,1010972844,7,2,12,59297,11,32,28,7,120354611,135,7311.0
8,5,527018166,6,3,10,56806,3,2,32,8,36410852,135,7311.0
1,1,1042137268,3,1,16,82786,5,6,31,8,62615834,135,7311.0
2,7,497640081,6,2,13,120819,12,26,7,3,114296841,135,7311.0
6,1,538150957,8,2,16,66555,4,20,4,8,81161478,135,7311.0
5,7,384669518,7,1,13,29700,14,17,32,2,93732856,135,7311.0
5,2,24832112,3,4,7,87864,15,23,15,6,132620974,135,7311.0
6,4,20317689,3,1,7,106221,14,3,31,4,57194402,135,7311.0
4,5,999518858,2,2,4,83511,16,16,3,7,68417379,135,7311.0
4,7,848118627,4,5,3,91246,16,14,15,8,47557593,135,7311.0
1,7,192460499,6,2,2,7841,5,5,9,8,38420889,135,7311.0
2,8,532538513,6,4,2,103332,13,5,23,4,104059584,135,7311.0
1,7,321418534,8,5,2,22280,12,15,17,5,40960046,135,7311.0
6,5,650171745,3,2,14,29579,5,8,2,6,62362825,135,7311.0
5,5,843270243,3,5,2,69109,16,10,28,4,131567578,135,7311.0
4,7,583174984,2,3,16,23654,3,21,7,7,129780602,135,7311.0
1,5,290926626,5,1,2,92174,8,10,6,5,55891465,135,7311.0
5,3,1049622374,5,2,13,82232,15,20,11,4,103994984,135,7311.0
8,5,155363531,6,5,11,64378,14,21,24,2,133136667,135,7311.0
5,3,36787533,3,5,16,5465,4,18,10,6,42179095,135,7311.0
1,1,950056616,5,5,2,49995,2,8,27,8,73802588,135,7311.0
1,5,896029428,5,4,9,97250,5,11,8,5,100358181,135,7311.0
1,6,962980687,7,5,4,90260,9,19,26,2,125625479,135,7311.0
6,6,844670507,2,5,9,100094,10,30,32,4,55268573,135,7311.0
8,2,564708593,8,3,16,14286,7,18,24,7,69913097,135,7311.0
1,6,192511745,4,1,8,21095,9,17,22,2,63445855,135,7311.0
7,2,846338591,4,5,3,61234,6,27,14,4,63437142,135,7311.0
8,7,604181638,5,5,13,17188,6,2,32,8,71579431,135,7311.0
6,1,535916051,6,4,7,5132,2,23,19,3,74676001,135,7311.0
8,8,958260832,6,4,7,76607,7,31,14,5,123920194,135,7311.0
4,8,186684283,4,1,13,115451,10,2,15,4,108985395,135,7311.0
4,3,153196588,3,5,5,101879,13,7,4,1,72653543,135,7311.0
3,6,1073218928,8,4,6,43820,6,11,17,1,96127034,135,7311.0
8,7,781437534,4,3,11,84723,15,24,32,2,107499639,135,7311.0
5,4,496922843,2,4,13,61523,14,25,19,4,80677754,135,7311.0
3,7,262113785,7,1,14,91662,3,7,26,5,87796570,135,7311.0
5,2,476085227,5,3,4,99343,5,11,20,5,81325732,135,7311.0
4,5,409792904,6,2,13,55475,4,25,20,8,49247672,135,7311.0
8,6,940730221,8,5,15,74947,15,30,23,2,85952027,135,7311.0
3,8,890643030,3,1,16,4803,16,30,7,5,38974229,135,7311.0
5,6,404198165,3,3,8,36350,5,11,31,3,63230479,135,7311.0
2,8,786521451,3,4,6,45089,11,14,22,8,117544131,135,7311.0
1,3,1006156677,7,3,4,84093,9,32,7,7,89540169,135,7311.0
2,8,940337571,8,3,12,74171,10,23,31,6,66063007,135,7311.0
4,1,350767719,6,5,7,13785,9,12,21,1,109934203,135,7311.0
3,5,892835774,4,3,2,125738,16,32,26,5,113159049,135,7311.0
6,8,422234582,4,1,5,130914,5,24,32,3,52513686,135,7311.0
3,4,601157665,7,5,5,61142,15,11,19,3,82690127,135,7311.0
4,4,490444356,7,3,7,52508,9,30,26,5,61484881,135,7311.0
7,5,382307569,5,5,15,5538,12,25,13,1,43820582,135,7311.0
6,3,379998192,2,2,15,7625,2,14,12,7,112430447,135,7311.0
7,2,65850151,7,3,14,28790,7,32,23,2,131236947,135,7311.0
5,4,725879328,5,3,4,93476,14,17,27,8,59216460,135,7311.0
1,3,1049041545,7,2,4,73389,9,16,10,8,119284652,135,7311.0
8,5,879545940,7,1,12,37512,10,20,7,6,110995115,135,7311.0
5,1,261577451,8,5,11,15877,3,24,9,3,51857004,135,7311.0
7,2,368773392,4,2,5,10093,16,7,18,4,47037066,135,7311.0
8,5,328460574,5,1,10,20757,11,7,20,7,113923674,135,7311.0
7,6,348681642,7,5,2,19729,13,9,28,8,112242332,135,7311.0
7,1,879400528,6,2,9,41657,13,10,4,7,102116306,135,7311.0
8,5,1040358460,5,2,6,20649,14,8,28,7,71532686,135,7311.0
7,8,396343383,4,4,6,101712,6,3,12,4,121482177,135,7311.0
2,6,9994863,8,3,9,127573,14,15,15,2,103567445,135,7311.0
2,4,80346923,7,1,7,39818,11,25,23,7,99756299,135,7311.0
4,5,581432435,7,1,15,116497,10,18,25,7,85604447,135,7311.0
3,5,691095870,6,2,5,74201,9,32,19,3,62279692,135,7311.0
7,4,1055165306,5,1,9,45363,6,12,13,7,117935860,135,7311.0
3,7,554057360,2,2,8,129119,8,28,18,8,66515677,135,7311.0
8,5,466164333,8,2,12,56222,12,8,25,8,53284350,135,7311.0
1,1,988593510,2,4,11,79953,8,27,3,1,69996169,135,7311.0
8,4,232692985,8,5,14,94199,8,22,27,1,119950525,135,7311.0
5,8,321100671,8,2,13,28626,4,31,23,4,124655974,135,7311.0
5,6,217398967,4,4,10,94383,3,24,4,4,36263851,135,7311.0
8,2,150233180,5,3,10,112267,3,21,19,4,46036285,135,7311.0
3,5,814038154,6,5,11,9993,6,29,8,7,131947003,135,7311.0
8,5,302464113,7,5,3,127586,4,19,31,2,66311933,135,7311.0
5,2,947504490,6,3,2,64074,10,14,18,1,73649037,135,7311.0
4,1,932860234,2,2,5,31538,8,30,18,2,98254055,135,7311.0
2,3,84094837,3,4,12,115647,13,26,27,8,76392465,135,7311.0
8,5,400822630,5,2,14,89748,4,29,11,7,122368267,135,7311.0
8,1,796539910,5,3,7,52662,14,3,12,2,88042247,135,7311.0
5,4,299064964,2,3,4,106934,6,32,5,1,126665358,135,7311.0
6,4,863202079,3,1,11,49793,9,11,31,3,116476281,135,7311.0
3,4,884497135,7,3,5,9422,13,4,32,6,34626001,135,7311.0
3,1,353685100,3,3,10,69243,11,3,14,7,48348389,135,7311.0
3,2,242997702,6,2,13,95383,5,19,31,5,35120533,135,7311.0
2,7,1051380369,6,2,12,57879,14,3,9,5,129664445,135,7311.0
7,8,655425938,7,5,16,68465,9,20,3,6,112255200,135,7311.0
6,3,417814668,3,3,9,5822,8,4,10,4,52318910,135,7311.0
1,1,323069087,6,4,3,82254,6,2,19,4,77696889,135,7311.0
2,7,1001070458,7,2,2,100191,7,26,10,1,80618506,135,7311.0
8,4,229755598,7,1,11,82212,16,5,22,7,80279815,135,7311.0
7,2,304778859,6,5,2,53580,4,22,4,3,124510296,135,7311.0
8,2,153543380,6,4,15,100102,8,31,2,8,78443840,135,7311.0
3,7,388845515,7,5,14,12492,2,8,16,2,85607560,135,7311.0
5,2,526433772,5,2,12,31055,10,19,20,6,105876720,135,7311.0
8,2,423734559,7,4,3,66306,4,5,31,6,90016342,135,7311.0
3,7,617321365,2,4,14,39489,16,12,5,8,45611409,135,7311.0
2,1,328711607,2,4,7,30687,4,13,29,2,72607195,135,7311.0
3,2,540997155,3,3,6,80379,3,19,17,7,41546211,135,7311.0
1,6,37943039,4,5,11,128736,2,15,16,4,44565612,135,7311.0
6,8,196008331,8,5,5,123362,14,23,27,8,131756979,135,7311.0
5,2,601522948,7,1,3,30879,4,10,20,5,45330507,135,7311.0
5,7,582540248,8,4,13,27023,8,25,2,8,111551356,135,7311.0
5,2,425400834,4,5,11,122508,7,6,16,3,76244566,135,7311.0
2,4,602706520,3,3,2,129859,6,32,2,5,56452435,135,7311.0
1,5,345410861,5,3,10,13559,8,31,21,3,65588696,135,7311.0
6,7,539008321,4,4,5,105608,7,27,14,4,93268080,135,7311.0
2,8,715741982,4,5,10,92917,16,20,7,2,42747711,135,7311.0
1,5,759200221,8,5,3,123359,10,4,18,6,89917951,135,7311.0
7,6,974676572,6,1,3,126290,9,29,15,5,66509647,135,7311.0
7,2,742417961,5,5,3,84614,5,26,11,4,134079470,135,7311.0
1,7,568048574,4,3,8,108235,2,14,28,5,68926552,135,7311.0
3,3,20002899,6,3,10,93205,8,28,3,7,38039094,135,7311.0
6,4,120495967,6,3,15,42670,15,22,31,3,113624573,135,7311.0
2,5,918001890,3,1,13,88420,7,12,2,6,118501829,135,7311.0
6,8,572082091,5,1,4,17869,2,12,21,6,57548804,135,7311.0
3,3,80714323,2,1,6,8152,3,13,17,8,131293953,135,7311.0
3,5,244061527,3,3,11,121969,5,26,5,7,124162566,135,7311.0
1,3,262955811,3,2,14,90594,8,5,24,1,111791117,135,7311.0
6,6,591188152,7,2,12,21779,16,22,15,2,42498763,135,7311.0
2,3,595969178,7,1,7,47871,8,27,26,3,45530720,135,7311.0
6,4,222371437,5,1,7,58087,10,22,26,2,101846045,135,7311.0
8,8,850242285,8,1,4,47048,9,2,31,7,53840664,135,7311.0
2,3,362332911,8,5,13,58720,3,13,24,7,113989032,135,7311.0
1,5,951549690,4,4,3,27846,13,15,16,1,74637879,135,7311.0
3,6,1060503325,4,3,6,50009,6,28,24,5,35963806,135,7311.0
5,5,680239857,2,4,7,16431,10,22,26,2,95833806,135,7311.0
3,4,234103167,4,1,10,110670,12,30,11,7,84325576,135,7311.0
5,1,833731730,4,4,9,21249,8,16,27,3,82896814,135,7311.0
3,4,1035354443,8,5,6,80574,12,12,31,8,116575031,135,7311.0
7,2,915071168,3,4,4,68901,4,4,26,5,99992668,135,7311.0
1,6,963151252,6,2,4,35394,16,20,15,5,84941199,135,7311.0
7,7,799722092,4,1,10,122611,11,12,6,1,50619451,135,7311.0
8,7,466899955,2,5,11,70624,4,5,8,7,50701352,135,7311.0
3,8,973296569,7,1,3,8594,13,29,27,5,75761331,135,7311.0
4,2,510838565,5,5,8,50028,11,20,8,4,67889918,135,7311.0
5,4,452565687,7,4,8,128588,3,11,24,1,88436136,135,7311.0
1,2,958851094,7,1,4,80970,14,7,20,7,49599637,135,7311.0
7,5,207093732,8,4,6,107746,12,15,31,8,101944383,135,7311.0
1,4,797888448,6,1,11,37619,2,13,21,7,95632335,135,7311.0
2,1,237979964,6,1,8,65902,7,16,19,8,58858751,135,7311.0
5,6,107054509,4,4,6,57971,2,15,20,8,118874245,135,7311.0
3,1,20976388,6,5,2,44427,16,27,6,4,98397315,135,7311.0
6,7,571585600,7,3,6,12556,5,7,3,6,129871725,135,7311.0
6,5,1040085533,5,2,8,12743,4,19,5,1,82503115,135,7311.0
4,7,30072600,4,4,4,89996,4,13,2,1,75914805,135,7311.0
3,8,436989717,3,5,8,64290,3,27,21,5,40001888,135,7311.0
8,8,313370395,2,5,11,17938,15,19,25,4,118524325,135,7311.0
7,5,779189639,2,3,14,75464,9,25,18,8,51938533,135,7311.0
2,4,501688061,3,2,11,59758,16,17,12,5,77393351,135,7311.0
5,4,514023782,3,4,3,5203,7,29,2,3,84073326,135,7311.0
7,2,1007513477,4,4,4,128515,7,24,3,8,80800352,135,7311.0
7,4,770665943,8,1,14,36426,10,23,16,1,117146295,135,7311.0
7,5,497038631,4,5,16,83286,2,30,26,2,129840745,135,7311.0
5,4,251101259,3,4,11,112962,15,4,27,1,112929114,135,7311.0
4,7,564808183,2,2,12,118793,9,11,8,2,62727581,135,7311.0
3,6,898924279,5,4,10,109544,5,6,12,5,89982377,135,7311.0
5,6,441891409,4,5,6,86293,12,12,5,7,107833652,135,7311.0
3,6,78512127,7,3,9,100354,14,29,32,1,79989706,135,7311.0
2,4,53642562,4,2,13,112236,15,27,2,2,92175507,135,7311.0
4,7,752080655,7,1,16,98344,10,21,12,7,81954232,135,7311.0
7,7,390822538,6,5,7,97743,4,13,13,4,102776792,135,7311.0
3,7,1038122618,3,3,13,85193,12,11,13,6,79121939,135,7311.0
8,4,789047114,3,4,13,46792,11,15,28,6,61700728,135,7311.0
1,5,698828354,4,2,12,125999,14,26,28,7,99204241,135,7311.0
6,3,653221352,3,4,12,63657,5,13,14,8,57169154,135,7311.0
2,2,854988341,5,5,5,25666,11,20,24,8,116802318,135,7311.0
3,2,757070099,8,4,10,127157,12,28,32,2,73702866,135,7311.0
5,1,539136258,3,1,8,70938,5,28,30,2,89646016,135,7311.0
1,7,1005834788,4,1,5,125327,4,17,13,6,104737337,135,7311.0
2,5,316951926,8,2,13,53011,8,16,14,2,92063401,135,7311.0
4,6,515940802,8,2,16,62892,5,6,10,3,95398625,135,7311.0
7,7,1032881491,5,1,8,5649,5,14,29,8,75661534,135,7311.0
4,6,99532663,2,2,8,78327,4,5,24,7,46041314,135,7311.0
6,8,583248807,3,3,14,85571,4,18,6,8,74241445,135,7311.0
5,3,378550508,5,5,13,130869,10,21,6,7,121092788,135,7311.0
5,1,965505714,2,1,7,69287,10,22,24,4,95249038,135,7311.0
8,7,966855762,4,2,13,8221,11,16,9,8,86240769,135,7311.0
6,3,548599707,2,5,5,25155,2,27,5,6,121433752,135,7311.0
5,2,405346528,6,4,6,31943,11,19,25,7,38855266,135,7311.0
7,2,1068447600,2,4,12,31435,12,2,31,1,132980474,135,7311.0
7,1,511615374,8,3,8,17940,14,25,27,3,70413287,135,7311.0
5,2,538941846,8,1,12,126469,2,4,11,4,82019080,135,7311.0
1,7,305045340,4,5,3,43944,3,12,8,3,107207630,135,7311.0
5,5,442806896,6,5,2,62113,8,6,17,8,129913271,135,7311.0
2,5,678577659,5,4,12,86268,6,4,9,6,99094190,135,7311.0
8,1,555166079,8,3,13,5305,12,11,23,3,80462778,135,7311.0
7,8,224808412,6,1,16,108276,2,5,4,5,69880521,135,7311.0
4,2,88430731,7,5,16,109447,7,24,13,8,84429158,135,7311.0
2,7,87110493,3,2,6,100500,10,28,7,7,64513470,135,7311.0
6,6,582094109,4,3,3,41143,3,17,16,8,113712091,135,7311.0
4,2,987120468,8,3,3,54164,8,18,16,6,103630325,135,7311.0
3,6,287648746,4,1,5,120146,10,13,13,5,56852985,135,7311.0
6,2,879516756,5,5,4,67995,11,26,26,8,80988813,135,7311.0
7,3,410451867,6,3,12,100353,7,7,9,4,36728560,135,7311.0
4,5,485807608,8,4,12,126223,9,16,27,1,116825463,135,7311.0
6,5,608946872,6,5,13,69688,10,18,12,8,38269457,135,7311.0
2,8,810038551,3,4,6,93280,5,23,11,8,48301442,135,7311.0
2,4,1020501845,3,4,15,29741,13,19,18,1,75980514,135,7311.0
2,7,864432531,8,1,14,113923,2,27,6,7,117309658,135,7311.0
3,6,397356246,4,2,5,68994,3,3,21,1,41138121,135,7311.0
5,3,44260784,2,2,3,74655,6,4,18,6,84941642,135,7311.0
1,3,451230632,3,1,9,87119,2,26,2,2,96415692,135,7311.0
8,4,46836826,6,1,8,110851,12,26,4,3,125709258,135,7311.0
4,8,690199069,8,3,4,103583,3,2,2,7,115535222,135,7311.0
3,7,372015456,4,2,3,82187,16,10,17,4,134160759,135,7311.0
6,6,955204667,6,2,15,85080,5,24,15,4,118633263,135,7311.0
3,4,531125664,6,1,14,104810,16,16,11,7,101546139,135,7311.0
7,3,527543866,5,3,3,95381,6,15,31,2,68306154,135,7311.0
2,5,1007846473,5,1,15,105120,4,15,3,5,83665927,135,7311.0
7,3,100676919,8,5,12,25846,12,20,4,1,86914685,135,7311.0
8,1,211237081,8,4,13,17668,7,32,3,1,45347755,135,7311.0
8,2,919048525,8,2,13,8702,16,30,23,2,126971268,135,7311.0
6,4,192836023,2,5,11,5146,6,24,13,1,91480698,135,7311.0
2,6,390338856,6,5,12,118583,7,3,22,7,68209814,135,7311.0
8,7,18174846,7,2,12,46483,14,18,32,8,84553005,135,7311.0
5,6,995713461,4,3,6,109815,14,31,14,4,120052449,135,7311.0
8,1,442266025,4,4,2,99658,6,6,2,5,86387656,135,7311.0
6,6,784572334,5,4,11,38975,6,24,28,7,97239085,135,7311.0
8,1,964977047,6,1,9,113589,14,20,21,1,131519214,135,7311.0
4,2,624662621,5,3,13,44467,5,18,21,3,43540837,135,7311.0
4,5,763538135,7,1,16,84713,10,8,24,5,42990174,135,7311.0
8,2,545928073,5,2,10,130864,14,22,19,5,42404385,135,7311.0
8,4,63514398,7,5,7,48619,15,19,9,6,125542073,135,7311.0
3,1,395067503,4,5,7,39983,8,18,9,7,40140968,135,7311.0
4,2,631865348,5,2,7,53315,11,30,2,4,83148300,135,7311.0
8,2,408625342,3,3,5,49063,16,23,15,8,116759210,135,7311.0
8,7,922511517,2,2,4,127026,16,8,2,1,79470445,135,7311.0
2,6,264586357,8,3,7,68837,3,17,22,4,101298897,135,7311.0
1,7,563063022,2,2,7,120770,8,22,19,6,76922017,135,7311.0
8,8,694410031,2,4,5,91104,16,5,16,3,79552780,135,7311.0
4,6,186896877,8,3,14,98381,11,13,12,2,45965939,135,7311.0
5,3,184456634,5,3,12,32346,8,20,21,8,73547725,135,7311.0
8,5,774784478,7,2,3,42033,3,31,30,2,92155710,135,7311.0
7,5,553020419,3,4,7,39090,7,21,29,6,70982757,135,7311.0
7,7,21068657,7,2,13,97193,3,21,23,5,62574135,135,7311.0
3,7,380775422,5,4,8,13886,8,19,4,3,40524416,135,7311.0
2,7,427241543,5,5,4,71818,15,7,11,5,103454504,135,7311.0
3,8,111236218,5,3,7,106687,7,2,15,6,94987595,135,7311.0
1,1,1022058022,5,5,14,85323,10,8,27,7,127441900,135,7311.0
1,5,946975944,6,2,6,99464,2,18,3,2,75543810,135,7311.0
8,8,147614183,7,3,12,53826,11,9,22,6,58203889,135,7311.0
1,3,866066327,2,3,10,32891,12,30,3,2,41519835,135,7311.0
3,3,525354380,2,5,10,68412,3,3,25,7,102949107,135,7311.0
3,8,618593771,7,5,12,94936,10,20,31,4,130536743,135,7311.0
4,4,558577406,6,5,2,30872,5,4,28,1,87556973,135,7311.0
6,1,390661075,4,5,6,109067,11,30,19,6,60156123,135,7311.0
7,1,223335258,6,2,5,57301,15,28,17,7,86200767,135,7311.0
1,5,46045574,8,1,10,58624,3,11,7,1,106833863,135,7311.0
8,1,216813479,5,4,3,10688,12,25,25,4,86443235,135,7311.0
5,1,1070594357,5,2,6,106149,11,20,27,1,100312048,135,7311.0
7,7,258125553,7,5,14,64689,9,25,32,2,103067927,135,7311.0
3,4,460685271,3,4,16,9398,10,19,2,4,33574664,135,7311.0
6,1,1010967261,5,2,3,117797,11,27,13,5,87468179,135,7311.0
7,1,280939708,3,2,8,65579,7,31,32,7,41707541,135,7311.0
6,1,357627230,4,1,12,33798,4,14,25,8,126349839,135,7311.0
2,2,589260718,7,3,10,112260,5,14,16,5,127801773,135,7311.0
2,2,950347391,7,4,4,51234,4,9,7,4,130276795,135,7311.0
7,7,92840724,3,4,5,4876,12,8,5,6,65106411,135,7311.0
8,5,990050836,4,4,16,42394,8,12,6,6,110528456,135,7311.0
2,6,72824684,2,5,8,116872,12,17,11,4,111061931,135,7311.0
1,5,367699749,3,4,12,87029,11,26,11,1,126130853,135,7311.0
8,4,261672670,3,4,12,12059,7,3,31,1,57890012,135,7311.0
4,6,661356335,8,4,2,119626,4,9,7,5,118029521,135,7311.0
1,4,254750897,3,2,5,113406,6,19,21,6,129510575,135,7311.0
2,2,173593806,8,2,11,25511,13,18,20,6,48505876,135,7311.0
6,6,127242665,6,2,6,120243,3,6,27,1,113915931,135,7311.0
6,3,935912495,3,1,10,125024,4,11,30,8,127465119,135,7311.0
2,6,176023677,3,5,12,67808,13,15,16,3,95428646,135,7311.0
6,7,624201631,7,3,10,45985,8,29,8,5,67862122,135,7311.0
4,6,176343645,6,1,9,125741,7,16,28,2,125945509,135,7311.0
8,5,806456913,8,4,2,116965,16,28,8,8,92190769,135,7311.0
2,5,912481503,8,2,10,16227,9,4,10,8,85886669,135,7311.0
3,4,114947716,6,4,12,82656,8,19,21,1,105809507,135,7311.0
5,7,165209311,7,1,15,69624,4,12,5,5,68708284,135,7311.0
7,5,152820349,6,5,12,49970,5,31,22,7,111053586,135,7311.0
5,5,714797398,7,3,16,85086,11,9,7,2,82229746,135,7311.0
2,7,1038525717,7,2,2,32569,13,11,22,3,33922658,135,7311.0
